"BEGIN_YEARMONTH","BEGIN_DAY","END_YEARMONTH","END_DAY","EVENT_ID","STATE","YEAR","MONTH_NAME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","BEGIN_RANGE","BEGIN_AZIMUTH","BEGIN_LOCATION","END_RANGE","END_AZIMUTH","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
201104,27,201104,27,307342,"ALABAMA",2011,"April",0,0,4,0,6600000,0,"EF3",5.68,1320,5,"SSE","ALTA",6,"ESE","ALTA",33.605,-87.5102,33.6448,-87.4238
201104,27,201104,27,309985,"ALABAMA",2011,"April",2,0,0,0,1e+06,0,"EF2",8.4,1056,4,"NW","GEIGER",4,"NNE","PANOLA",32.9149,-88.3495,32.9947,-88.2403
201104,27,201104,27,315305,"ALABAMA",2011,"April",3,0,0,0,1.4e+07,0,"EF2",26.69,350,4,"N","MYRTLEWOOD",4,"ENE","FAUNSDALE",32.3216,-87.9459,32.4714,-87.5242
201104,27,201104,27,315311,"ALABAMA",2011,"April",0,0,0,0,645000,0,"EF2",1.92,350,2,"N","UNIONTOWN",3,"NNE","UNIONTOWN",32.4714,-87.5242,32.4829,-87.4942
201104,27,201104,27,315331,"ALABAMA",2011,"April",20,0,6,0,5e+07,0,"EF3",20.38,880,3,"SSW","WALLSBURG",4,"ENE","MARTIN LAKE SOUTH",32.6174,-86.193,32.7545,-85.8826
201104,15,201104,15,310540,"ALABAMA",2011,"April",0,0,0,0,458000,0,"EF1",13.42,200,2,"W","POSEYS XRDS",2,"E","MARBURY",32.5639,-86.6064,32.705,-86.4479
201105,24,201105,24,310396,"OKLAHOMA",2011,"May",0,0,0,0,4e+05,0,"EF2",4.4,450,3,"S","LA BARGE",2,"ESE","WAGONER AIRSTRIP",35.942,-95.3754,35.9533,-95.2978
201105,30,201105,30,317925,"NORTH DAKOTA",2011,"May",0,0,0,0,250000,NA,"EF1",2.33,150,2,"WSW","ST BENEDICT",2,"SW","WILD RICE",46.71,-96.87,46.7295,-96.8299
201104,27,201104,27,306842,"GEORGIA",2011,"April",0,0,2,0,2.5e+07,0,"EF3",15.64,880,3,"WSW","BLANTONS MILL",2,"NNE","CARUSO",33.2058,-84.4794,33.3526,-84.2732
201105,24,201105,24,307300,"TEXAS",2011,"May",0,0,0,0,0,0,"EF0",0.01,30,5,"SSW","SPANISH FT",5,"SSW","SPANISH FT",33.8632,-97.6434,33.8632,-97.6434
201105,20,201105,20,309601,"ARKANSAS",2011,"May",0,0,0,0,1000,0,"EF0",0.5,50,1,"ENE","BALDWIN",1,"NE","BALDWIN",36.0349,-94.1081,36.0408,-94.104
201105,25,201105,25,293722,"TEXAS",2011,"May",0,0,0,0,0,0,"EF0",0.5,20,2,"SE","EXCELSIOR",2,"SE","EXCELSIOR",30.3,-95.09,30.3,-95.09
201105,30,201105,30,315700,"SOUTH DAKOTA",2011,"May",0,0,0,0,0,0,"EF0",0.5,50,6,"NNE","DANTE",6,"NNE","DANTE",43.11,-98.15,43.11,-98.14
201104,15,201104,15,311699,"ALABAMA",2011,"April",0,0,0,0,45000,0,"EF1",3.19,75,2,"NNE","TYLER",5,"NE","TYLER",32.3526,-86.8712,32.384,-86.8311
201104,15,201104,15,310060,"ALABAMA",2011,"April",0,0,0,0,3910000,0,"EF2",8.92,200,3,"E","CUBA",3,"W","LILITA",32.4359,-88.3288,32.4839,-88.1868
201105,22,201105,22,313784,"WISCONSIN",2011,"May",1,0,0,0,1020000,0,"EF1",12.55,350,5,"SSE","CRANMOOR",4,"S","KELLNER",44.2491,-89.9702,44.2948,-89.7247
201105,22,201105,22,313786,"WISCONSIN",2011,"May",0,0,0,0,1800000,0,"EF1",19.08,700,4,"S","KELLNER",5,"SE","ARNOTT",44.2948,-89.7247,44.3971,-89.3659
201104,27,201104,27,315335,"ALABAMA",2011,"April",0,0,0,0,2e+06,0,"EF3",4.77,400,3,"NW","JUDSON",1,"NNE","SIKES",32.8843,-85.5936,32.9196,-85.523
201105,11,201105,11,312192,"IOWA",2011,"May",0,0,0,0,0,0,"EF0",0.51,50,2,"NNW","HAWARDEN",2,"N","HAWARDEN",43.03,-96.48,43.03,-96.47
201105,24,201105,24,312979,"OKLAHOMA",2011,"May",0,0,0,0,0,0,"EF1",1.2,500,1,"NE","GREENWOOD JCT",2,"NE","GREENWOOD JCT",35.44,-94.4595,35.4493,-94.441
201105,22,201105,22,316733,"WISCONSIN",2011,"May",0,0,0,0,1000,NA,"EF0",0.36,30,1,"NE","DALTON",1,"NE","DALTON",43.6582,-89.1851,43.662,-89.18
201105,25,201105,25,340390,"INDIANA",2011,"May",0,0,0,0,15000,NA,"EF1",1.67,100,3,"SSW","BOND",2,"SW","BONO",38.6884,-86.3351,38.7016,-86.3091
201104,27,201104,27,311015,"MISSISSIPPI",2011,"April",0,0,0,0,3e+05,0,"EF2",5.84,440,5,"ENE","JACK",5,"NNW","CRYSTAL SPGS",32.0382,-90.4918,32.0492,-90.3929
201104,27,201104,27,311016,"MISSISSIPPI",2011,"April",2,0,0,0,7e+05,0,"EF2",4.62,440,3,"SE","DABNEY XRDS",3,"WNW","MANCURE",32.0492,-90.3931,32.0614,-90.3155
201103,29,201103,29,282218,"LOUISIANA",2011,"March",0,0,0,0,10000,0,"EF0",0.15,25,1,"W","GYPSY",1,"W","GYPSY",30.0217,-90.4943,30.0233,-90.4939
201104,27,201104,27,302749,"ALABAMA",2011,"April",0,0,0,0,0,0,"EF2",5.2,200,2,"ENE","FAIRVIEW",3,"NE","ROSLIE",34.6452,-85.7692,34.7237,-85.7382
201104,15,201104,15,311702,"ALABAMA",2011,"April",0,0,0,0,309000,0,"EF2",9.98,800,5,"SW","MULBERRY",2,"SW","INDEPENDENCE",32.3882,-86.8329,32.5132,-86.7471
201105,25,201105,25,293771,"IOWA",2011,"May",0,0,0,0,250000,0,"EF1",4.83,100,3,"ENE","AUGUSTA",2,"ESE","BEAVERDALE",40.7743,-91.2255,40.8389,-91.1902
201105,25,201105,25,293774,"IOWA",2011,"May",0,0,0,0,50000,0,"EF1",3.57,50,3,"S","DODGEVILLE",1,"N","DODGEVILLE",40.9058,-91.1814,40.9574,-91.1817
201104,27,201104,27,309183,"ALABAMA",2011,"April",10,0,0,0,19500000,0,"EF3",28.02,1232,2,"SW","BANGOR",3,"ESE","HOPEWELL",33.9547,-86.7894,34.2275,-86.427
201104,27,201104,27,310000,"ALABAMA",2011,"April",0,0,0,0,1600000,0,"EF3",7.84,704,3,"SW","VIENNA",5,"SE","ALICEVILLE ARPT",32.9947,-88.2403,33.0604,-88.1299
201104,15,201104,15,310075,"ALABAMA",2011,"April",0,0,0,0,88750,0,"EF1",21.77,1760,1,"ENE","MERTZ",2,"ESE","BLOCTON",32.904,-87.3625,33.1092,-87.0773
201105,26,201105,26,308972,"PENNSYLVANIA",2011,"May",0,0,0,0,20000,0,"EF1",0.39,75,2,"SW","MILAN",2,"SW","MILAN",41.8922,-76.527,41.8963,-76.5219
201105,11,201105,11,312196,"IOWA",2011,"May",0,0,0,0,0,0,"EF0",0.5,50,1,"SE","ASHTON",1,"SE","ASHTON",43.31,-95.79,43.31,-95.78
201105,25,201105,25,318061,"ARKANSAS",2011,"May",0,0,0,0,0,0,"EF0",1.05,100,4,"WNW","GREASY CORNER",3,"WNW","GREASY CORNER",35.0118,-90.4947,35.0166,-90.477
201105,24,201105,24,316281,"COLORADO",2011,"May",0,0,0,0,0,0,"EF0",0.25,75,5,"E","LAMAR",5,"E","LAMAR",38.086,-102.5262,38.0901,-102.5219
201105,18,201105,18,316245,"COLORADO",2011,"May",0,0,0,0,0,0,"EF0",0.47,75,5,"WSW","HASWELL",5,"WSW","HASWELL",38.42,-103.25,38.4225,-103.242
201105,22,201105,22,294080,"MINNESOTA",2011,"May",48,0,1,0,1.66e+08,0,"EF1",6.05,880,1,"ENE","ST LOUIS PARK",2,"N","MINNEAPOLIS",44.9597,-93.3472,45.035,-93.2841
201103,29,201103,29,282217,"LOUISIANA",2011,"March",0,0,0,0,10000,0,"EF0",0.08,50,1,"SE","TIGERVILLE",1,"SE","TIGERVILLE",30.0418,-90.5399,30.043,-90.5393
201104,16,201104,16,301029,"VIRGINIA",2011,"April",0,0,0,0,6000,0,"EF0",1.31,100,0,"WNW","VESUVIUS",1,"NNE","VESUVIUS",37.901,-79.202,37.917,-79.189
201105,22,201105,22,304813,"ILLINOIS",2011,"May",0,0,0,0,50000,0,"EF1",1.67,200,0,"S","POLO RADIO RANCH ARP",2,"ESE","POLO RADIO RANCH ARP",41.9739,-89.5696,41.9741,-89.538
201105,18,201105,18,292559,"PENNSYLVANIA",2011,"May",0,0,0,0,10000,0,"EF1",0.25,25,0,"NW","MILLERSBURG",0,"NW","MILLERSBURG",40.5516,-76.9328,40.5547,-76.9353
201106,18,201106,18,315825,"KANSAS",2011,"June",0,0,0,0,0,0,"EF0",0.3,10,11,"SW","GOVE",11,"SW","GOVE",38.85,-100.63,38.85,-100.63
201105,30,201105,30,315838,"SOUTH DAKOTA",2011,"May",0,0,0,0,0,0,"EF0",0.74,50,4,"NNW","JUNIUS",4,"NW","JUNIUS",44.05,-97.29,44.05,-97.305
201105,30,201105,30,315840,"SOUTH DAKOTA",2011,"May",0,0,0,0,0,0,"EF0",0.5,50,1,"SE","RAMONA",1,"S","RAMONA",44.11,-97.21,44.11,-97.22
201104,27,201104,27,315358,"ALABAMA",2011,"April",0,0,0,0,10000,0,"EF1",5.01,100,2,"E","FIVE PTS",0,"ENE","HICKORY FLAT",33.0158,-85.2938,33.0836,-85.2633
201104,15,201104,15,311708,"ALABAMA",2011,"April",0,0,0,0,12900,0,"EF0",0.35,50,0,"ENE","TITUS",1,"ENE","TITUS",32.7216,-86.3133,32.7225,-86.3073
201104,27,201104,27,314625,"ALABAMA",2011,"April",0,0,0,0,2500000,0,"EF2",6.36,450,1,"SSW","MANTUA",4,"NE","SNODDY",33.0297,-87.935,33.0606,-87.8315
201104,15,201104,15,310078,"ALABAMA",2011,"April",0,0,0,0,371000,0,"EF1",3.34,150,2,"ESE","FORKLAND",5,"E","FORKLAND",32.6426,-87.8456,32.6627,-87.7933
201104,27,201104,27,315334,"ALABAMA",2011,"April",10,0,1,0,1.15e+08,0,"EF4",19.03,880,6,"NW","BARNESVILLE",2,"S","DUDLEYVILLE",32.7545,-85.8826,32.8843,-85.5936
201104,27,201104,27,315341,"ALABAMA",2011,"April",0,0,0,0,44000,0,"EF1",2.8,200,2,"SSE","VINCENT",1,"ENE","ARKWRIGHT",33.3507,-86.4013,33.3818,-86.3703
201104,27,201104,27,315343,"ALABAMA",2011,"April",0,0,0,0,1e+06,0,"EF1",5.79,200,2,"W","COOSA PINES",3,"NW","ST IVES",33.3818,-86.3703,33.4483,-86.3092
201104,27,201104,27,315353,"ALABAMA",2011,"April",0,0,0,0,1300000,0,"EF1",4.24,100,0,"ENE","MARION PERRY CO ARPT",2,"NE","VILULA",32.5519,-87.3142,32.5748,-87.2466
201104,9,201104,9,283449,"IOWA",2011,"April",0,0,0,0,1e+07,0,"EF3",17.17,2640,4,"WNW","FONDA",1,"N","WARE",42.5943,-94.9151,42.8175,-94.7664
201106,22,201106,22,316144,"TENNESSEE",2011,"June",0,0,0,0,5000,0,"EF0",0.6,20,3,"WSW","DOGWOOD",3,"WSW","DOGWOOD",35.77,-84.47,35.77,-84.4698
201104,27,201104,27,302183,"ALABAMA",2011,"April",0,0,0,0,0,0,"EF1",6.37,100,0,"N","RED HILL",1,"S","WARRENTON",34.2548,-86.4307,34.3324,-86.3705
201105,22,201105,22,307318,"IOWA",2011,"May",0,0,0,0,10000,0,"EF0",1.96,25,4,"E","MILLERSBURG",3,"W","PARNELL",41.5776,-92.0999,41.5812,-92.0624
201105,24,201105,24,310349,"OKLAHOMA",2011,"May",0,0,0,0,0,0,"EF1",2.8,440,10,"W","HOMINY",9,"W","HOMINY",36.4103,-96.5812,36.4429,-96.551
201104,4,201104,4,282593,"MISSISSIPPI",2011,"April",0,0,0,0,2000,0,"EF1",1.78,250,2,"W","GRAND GULF",1,"NNW","GRAND GULF",32.035,-91.0876,32.0451,-91.0597
201105,22,201105,22,307239,"ILLINOIS",2011,"May",0,0,0,0,1e+05,0,"EF1",16.73,200,2,"SE","SEWARD",1,"WSW","COLONIAL GARDENS",42.2026,-89.3215,42.3469,-89.0588
201105,25,201105,25,312464,"OHIO",2011,"May",0,0,0,0,2e+05,0,"EF0",4.18,50,2,"SE","FAIRLAWN",0,"NNW","CUYAHOGA FALLS",41.1047,-81.5525,41.1334,-81.4818
201105,26,201105,26,315357,"OHIO",2011,"May",0,0,0,0,2e+05,0,"EF0",1.2,100,1,"W","PIERPONT",0,"WSW","PIERPONT",41.7483,-80.5964,41.7485,-80.573
201105,24,201105,24,309930,"TEXAS",2011,"May",0,0,0,0,0,0,"EF0",1.56,100,2,"ENE","ERA",3,"ENE","ERA",33.5088,-97.2695,33.5161,-97.2439
201104,27,201104,27,315364,"ALABAMA",2011,"April",1,0,0,0,102000,0,"EF0",1.91,50,1,"NE","COOPER",2,"ENE","COOPER",32.7759,-86.5429,32.7857,-86.5122
201104,27,201104,27,309138,"ALABAMA",2011,"April",0,0,0,0,480000,0,"EF2",4.36,880,8,"WSW","BLOUNT SPGS",4,"W","BLOUNT SPGS",33.8975,-86.9274,33.9292,-86.8617
201104,27,201104,27,309158,"ALABAMA",2011,"April",0,0,0,0,230000,0,"EF1",2.06,528,3,"W","BLOUNT SPGS",2,"WNW","BLOUNT SPGS",33.9305,-86.8592,33.944,-86.8272
201104,15,201104,15,311716,"ALABAMA",2011,"April",0,0,0,0,39800,0,"EF1",3.01,800,6,"SSW","MULBERRY",3,"S","MULBERRY",32.3824,-86.8297,32.404,-86.7848
201104,15,201104,15,310080,"ALABAMA",2011,"April",0,0,0,0,2980000,0,"EF2",20.76,880,7,"NNW","ARCOLA",2,"W","HOGGLESVILLE",32.6627,-87.7933,32.8445,-87.5088
201106,19,201106,19,314506,"ILLINOIS",2011,"June",1,0,0,0,550000,0,"EF1",3.22,250,1,"W","CLINCH",2,"NW","OLD DUQUOIN",37.9723,-89.2521,37.9878,-89.1964
201104,27,201104,27,315354,"ALABAMA",2011,"April",0,0,0,0,5000,0,"EF1",5.24,150,2,"NNE","BUFFALO",2,"ESE","FIVE PTS",32.9719,-85.3688,33.0114,-85.2916
201105,22,201105,22,307316,"IOWA",2011,"May",0,0,0,0,250000,0,"EF2",3.88,75,2,"S","KOSZTA",3,"E","KOSZTA",41.7916,-92.206,41.8217,-92.1425
201105,24,201105,24,307298,"TEXAS",2011,"May",0,0,0,0,0,0,"EF0",0.02,30,2,"SE","ST JO",2,"SE","ST JO",33.6795,-97.5054,33.6795,-97.5054
201105,9,201105,9,295869,"NEBRASKA",2011,"May",0,0,0,0,0,0,"EF0",0.01,20,10,"E","HARRISON",10,"E","HARRISON",42.68,-103.6731,42.68,-103.6731
201105,2,201105,2,316249,"COLORADO",2011,"May",0,0,0,0,0,0,"EF0",0.3,75,4,"SSW","BLENDE",4,"SSW","BLENDE",38.19,-104.57,38.1868,-104.5663
201104,25,201104,25,289650,"ARKANSAS",2011,"April",0,0,0,0,1e+05,0,"EF1",2.74,300,2,"ESE","WELSH",4,"ENE","WELSH",34.3402,-93.436,34.3723,-93.4079
201105,22,201105,22,305420,"ILLINOIS",2011,"May",0,0,0,0,15000,0,"EF1",0.9,50,2,"SSE","SOUTH BELOIT",2,"ESE","SOUTH BELOIT",42.4584,-89.0128,42.4652,-88.9977
201105,22,201105,22,305416,"ILLINOIS",2011,"May",0,0,0,0,NA,NA,"EF1",2.73,50,2,"NE","WEMPLETON",4,"SW","ROCKTON WGN WHEEL AR",42.372,-89.1681,42.3946,-89.1242
201105,12,201105,12,306353,"NEBRASKA",2011,"May",0,0,0,0,0,0,"EF0",0.82,75,5,"E","GILTNER",5,"ENE","GILTNER",40.7882,-98.0607,40.7994,-98.066
201105,12,201105,12,306354,"NEBRASKA",2011,"May",0,0,0,0,0,0,"EF0",0.74,30,2,"W","STROMSBURG",2,"W","STROMSBURG",41.1238,-97.6459,41.1205,-97.6324
201105,12,201105,12,306355,"NEBRASKA",2011,"May",0,0,0,0,0,0,"EF0",0.99,30,3,"SSW","SWEDEHOME",3,"NNW","DURANT",41.1256,-97.6929,41.1198,-97.6755
201104,27,201104,27,309935,"ALABAMA",2011,"April",0,0,0,0,2900000,0,"EF1",22.63,1056,3,"SW","DANCY",2,"NNW","BENEVOLA",32.9921,-88.3403,33.1275,-87.9844
201104,15,201104,15,311721,"ALABAMA",2011,"April",0,0,0,0,45800,0,"EF1",6.64,200,2,"NNW","MARTIN LAKE NORTH",3,"E","STURDIVANT",32.8692,-85.8926,32.9278,-85.8019
201104,27,201104,27,314709,"ALABAMA",2011,"April",0,0,0,0,5500000,0,"EF3",21.22,1320,4,"NNW","GUIN",3,"NE","THORN HILL",34.0289,-87.9421,34.2008,-87.6347
201104,27,201104,27,314742,"ALABAMA",2011,"April",40,0,6,0,1.7e+07,0,"EF3",25.18,1760,5,"W","SAWYERVILLE",4,"ESE","PHIPPS",32.7434,-87.8043,32.9132,-87.4205
201105,22,201105,22,310297,"OKLAHOMA",2011,"May",0,0,0,0,0,0,"EF1",0.5,100,2,"NNE","WEST SILOAM SPGS",3,"NNE","WEST SILOAM SPGS",36.1975,-94.5859,36.2032,-94.5796
201104,27,201104,27,305374,"TENNESSEE",2011,"April",0,0,0,0,0,0,"EF2",0.98,75,5,"NNE","CUMBERLAND SPGS",6,"NNE","CUMBERLAND SPGS",35.4,-86.2739,35.4119,-86.2643
201104,27,201104,27,310027,"MISSISSIPPI",2011,"April",0,0,0,0,250000,5e+05,"EF2",9.91,1410,2,"SSE","GALYX",1,"NE","COOKSVILLE",32.928,-88.4932,32.9921,-88.3403
201104,25,201104,25,289652,"ARKANSAS",2011,"April",0,0,0,0,75000,0,"EF1",1.91,800,2,"WSW","BONNERDALE",1,"NNW","BONNERDALE",34.3723,-93.4079,34.397,-93.393
201104,25,201104,25,289653,"ARKANSAS",2011,"April",0,0,0,0,50000,0,"EF1",1.58,450,6,"SSW","MEYERS",4,"SSW","MEYERS",34.397,-93.393,34.409,-93.3695
201104,16,201104,16,301028,"VIRGINIA",2011,"April",4,0,0,0,7e+05,0,"EF2",16.58,300,2,"SSE","MAYO",3,"ESE","DRYBURG",36.5419,-78.8707,36.7206,-78.6712
201105,22,201105,22,305391,"INDIANA",2011,"May",0,0,0,0,25000,0,"EF1",0.32,33,1,"ENE","RENSSELAER JASPER AR",2,"ENE","RENSSELAER JASPER AR",40.9607,-87.1563,40.9623,-87.1504
201105,25,201105,25,306767,"INDIANA",2011,"May",0,0,0,0,50000,0,"EF2",1.9,300,3,"SSW","MT AYR",2,"S","MT AYR",40.911,-87.3088,40.9261,-87.2785
201105,13,201105,13,300781,"ILLINOIS",2011,"May",0,0,0,0,0,0,"EF0",0.09,50,1,"ENE","MC GIRR",1,"ENE","MC GIRR",41.8283,-88.7761,41.8285,-88.7744
201104,27,201104,27,309161,"ALABAMA",2011,"April",0,0,0,0,153000,0,"EF1",1.41,440,2,"NW","BLOUNT SPGS",2,"N","BLOUNT SPGS",33.9471,-86.8206,33.9526,-86.7969
201104,27,201104,27,311504,"ALABAMA",2011,"April",0,0,0,0,11000,0,"EF1",3.46,352,5,"SSE","GORDO",5,"SE","GORDO",33.2448,-87.8817,33.2794,-87.8385
201104,15,201104,15,311756,"ALABAMA",2011,"April",0,0,0,0,1330000,0,"EF2",6.46,1320,2,"SW","WEOKA",2,"N","SEMAN",32.6937,-86.2032,32.7546,-86.1188
201104,15,201104,15,310520,"ALABAMA",2011,"April",0,0,0,0,15250,0,"EF0",1.37,50,1,"NNW","SILURIA",0,"SE","SCOTROCK",33.238,-86.8363,33.2449,-86.8141
201104,27,201104,27,302136,"ALABAMA",2011,"April",0,0,0,0,0,0,"EF2",5.88,250,2,"S","RED HILL",3,"SSW","CROSSROADS",34.2275,-86.427,34.2831,-86.3491
201105,19,201105,19,316263,"COLORADO",2011,"May",0,0,0,0,20000,0,"EF0",1,75,3,"NE","FOUNTAIN",4,"NE","FOUNTAIN",38.7135,-104.6525,38.7226,-104.6384
201105,30,201105,30,313410,"COLORADO",2011,"May",0,0,0,0,0,0,"EF0",0.1,50,16,"NNE","STRASBURG",16,"NNE","STRASBURG",39.93,-104.19,39.93,-104.19
201105,13,201105,13,292610,"LOUISIANA",2011,"May",0,0,0,0,10000,0,"EF0",0.5,50,4,"SW","GRAND ISLE",4,"SW","GRAND ISLE",29.2061,-90.0433,29.2061,-90.0433
201105,22,201105,22,294123,"MINNESOTA",2011,"May",0,0,0,0,50000,0,"EF0",2.64,75,3,"SSE","FOREST LAKE",3,"E","FOREST LAKE",45.2374,-92.9426,45.2716,-92.9184
201105,29,201105,29,295103,"MICHIGAN",2011,"May",0,0,0,0,25000,0,"EF1",3.07,100,2,"SE","SHAFTSBURG",1,"S","PERRY",42.7759,-84.2676,42.8046,-84.2214
201104,22,201104,22,288896,"OKLAHOMA",2011,"April",0,0,0,0,5000,0,"EF1",0.2,30,1,"E","BYARS",1,"E","BYARS",34.87,-97.0324,34.87,-97.0324
201104,4,201104,4,283274,"MISSISSIPPI",2011,"April",0,0,0,0,1e+06,0,"EF1",6.57,600,2,"W","RUTH",2,"E","BRISTERVILLE",31.38,-90.3554,31.3816,-90.244
201104,4,201104,4,282565,"LOUISIANA",2011,"April",0,0,0,0,35000,2e+05,"EF2",5,440,3,"S","ROSEFIELD",3,"SW","ENTERPRISE",31.8435,-92.0058,31.8693,-91.9162
201104,27,201104,27,303871,"VIRGINIA",2011,"April",7,0,1,0,0,0,"EF2",18.1,350,0,"ENE","HIGH ROCK",0,"ESE","CLARKTON",36.7825,-79.0945,36.9796,-78.8786
201105,25,201105,25,306770,"INDIANA",2011,"May",0,0,0,0,500,0,"EF1",2.91,100,2,"WSW","RENSSELAER JASPER AR",1,"NNE","RENSSELAER JASPER AR",40.9409,-87.2104,40.9702,-87.1705
201105,11,201105,11,315286,"TEXAS",2011,"May",0,0,0,0,18000,0,"EF0",1.6,75,3,"N","BURNS CITY",3,"S","WOODBINE",33.5605,-97.021,33.5799,-97.0111
201104,27,201104,27,302768,"ALABAMA",2011,"April",0,0,0,0,0,0,"EF1",2.74,75,2,"N","TRINITY",3,"NE","TRINITY",34.6452,-87.079,34.6507,-87.0312
201105,26,201105,26,313498,"OHIO",2011,"May",0,0,0,0,0,0,"EF0",0.07,10,5,"S","COLDWATER",4,"SSW","CRANBERRY PRAIRIE",40.3276,-84.62,40.3283,-84.619
201105,26,201105,26,313512,"OHIO",2011,"May",0,0,0,0,0,0,"EF0",0.12,10,1,"SSE","GETTYSBURG",1,"SSE","GETTYSBURG",40.107,-84.493,40.1079,-84.491
201104,27,201104,27,311310,"ALABAMA",2011,"April",0,0,0,0,1800000,0,"EF2",14.36,1232,4,"NW","CARROLLTON",3,"SSE","PALMETTO",33.3007,-88.1496,33.4445,-87.9699
201104,27,201104,27,311506,"ALABAMA",2011,"April",0,0,0,0,730000,0,"EF3",19,704,0,"W","HOLMAN",3,"E","SAMANTHA",33.2794,-87.8385,33.4268,-87.5605
201104,27,201104,27,311604,"ALABAMA",2011,"April",0,0,0,0,80000,0,"EF0",1.88,105,1,"W","KIMBREL",1,"NNE","KIMBREL",33.2824,-87.0875,33.296,-87.0594
201104,15,201104,15,311758,"ALABAMA",2011,"April",0,0,0,0,10000,0,"EF1",6.28,493,3,"W","OUR TOWN",2,"WNW","MARTIN LAKE NORTH",32.8231,-86.0075,32.8682,-85.9135
201104,27,201104,27,314725,"ALABAMA",2011,"April",0,0,0,0,5e+06,0,"EF2",17.02,1370,3,"WSW","TISHABEE",6,"SSE","MC CLURE",32.6152,-88.0543,32.7434,-87.8043
201104,27,201104,27,314799,"ALABAMA",2011,"April",10,0,1,0,1.4e+07,0,"EF3",29.93,1760,3,"WNW","MERTZ",1,"ENE","MARVEL",32.9132,-87.4205,33.1524,-86.9898
201104,27,201104,27,314829,"ALABAMA",2011,"April",0,0,0,0,105000,0,"EF1",2.58,100,2,"SE","CLAY",0,"NE","ARGO",33.6792,-86.5699,33.6839,-86.5254
201104,15,201104,15,310526,"ALABAMA",2011,"April",0,0,0,0,28500,0,"EF1",4.38,100,3,"WNW","WILSONVILLE",3,"NNE","WILSONVILLE",33.2477,-86.5256,33.268,-86.4537
201105,27,201105,27,299004,"NORTH DAKOTA",2011,"May",0,0,0,0,NA,NA,"EF0",4,20,4,"N","NORTH VLY CITY",10,"NNE","VALLEY CITY",47.01,-98.01,47.0537,-97.9188
201105,27,201105,27,317919,"NORTH DAKOTA",2011,"May",0,0,0,0,NA,NA,"EF0",0.5,20,4,"SE","SIBLEY",4,"SE","SIBLEY",47.16,-97.88,47.16,-97.88
201104,27,201104,27,302164,"ALABAMA",2011,"April",0,0,0,0,0,0,"EF0",2.76,75,1,"WNW","HENRYVILLE",1,"SW","COLUMBUS CITY",34.4226,-86.2845,34.4411,-86.2416
201104,25,201104,25,289654,"ARKANSAS",2011,"April",0,0,0,0,2e+05,0,"EF1",4.25,300,2,"ENE","DAISY",2,"NNW","KIRBY",34.2416,-93.7019,34.274,-93.6386
201104,25,201104,25,289656,"ARKANSAS",2011,"April",0,0,0,0,1e+05,0,"EF1",4.15,250,1,"WSW","PISGAH",1,"WNW","PINEY GROVE",33.9666,-93.5451,34.0035,-93.4879
201104,4,201104,4,283275,"MISSISSIPPI",2011,"April",0,0,0,0,5e+08,0,"EF1",10.71,600,1,"W","BRISTERS STORE",8,"ESE","TOPEKA",31.3816,-90.244,31.3785,-90.0625
201105,24,201105,24,312983,"ARKANSAS",2011,"May",0,0,0,0,50000,0,"EF1",4,800,5,"WNW","VAN BUREN",3,"SSW","FIGURE FIVE",35.4493,-94.441,35.4796,-94.3801
201105,24,201105,24,312994,"ARKANSAS",2011,"May",0,0,0,0,25000,0,"EF1",2.8,500,2,"S","BRANCH",2,"ENE","BRANCH",35.2781,-93.9515,35.3072,-93.9175
201105,25,201105,25,306005,"ILLINOIS",2011,"May",0,0,0,0,165000,0,"EF1",0.99,75,2,"SSW","SANGAMON",1,"SSW","SANGAMON",39.857,-88.8445,39.8694,-88.835
201105,26,201105,26,295474,"PENNSYLVANIA",2011,"May",0,0,0,0,10000,0,"EF1",0.12,25,0,"WNW","ZUMBRO",0,"NW","ZUMBRO",39.8821,-77.6346,39.8838,-77.6352
201105,22,201105,22,306899,"WISCONSIN",2011,"May",0,0,0,0,5000,0,"EF1",1.53,125,1,"SW","ROCKLAND",1,"ENE","ROCKLAND",43.89,-90.9351,43.9028,-90.91
201104,15,201104,15,311763,"ALABAMA",2011,"April",0,0,0,0,0,0,"EF1",4.21,60,4,"WSW","NANAFALIA",0,"WSW","NANAFALIA",32.1007,-88.0499,32.1197,-87.9816
201104,15,201104,15,310532,"ALABAMA",2011,"April",0,0,0,0,23000,0,"EF0",4.65,150,2,"SSW","ELLAWHITE",2,"SSE","TAYLOE",32.4055,-87.5098,32.4296,-87.4354
201105,28,201105,28,294251,"MINNESOTA",2011,"May",0,0,0,0,0,0,"EF0",0.1,25,3,"W","GAYLORD",3,"W","GAYLORD",44.55,-94.28,44.5506,-94.2782
201104,25,201104,25,289657,"ARKANSAS",2011,"April",0,0,0,0,5e+05,0,"EF1",7.88,300,2,"NE","HAMILTON",2,"NNE","BEAUDRY",34.7201,-93.1026,34.7522,-92.9694
